ticker,company,asset,indication,stage,anchor,conf,pres_type,year,parsed_outcome,price_at_catalyst,btd,orphan,priority_review,fast_track,accelerated_approval,gene_therapy,surrogate_endpoint,single_arm_study,safety_signal_severity,ta_bucket_v2,ta_base_score,historical_crl_rate,sponsor_prior_approvals,had_adcom,ppm_flag,src,cap_tier,Drug,Indication,market_cap,size_tier,ta,key,mcap_fmp,si_t1_days_to_cover,si_t1_short_to_adv,si_t1_change_pct,cap_tier_final,conf_full,runup_30d,runup_20d,runup_10d,runup_5d,event_day,post_5d,post_10d,cap_tier_pit,mcap_pit
ONCY,Oncolytics Biotech Inc.,Pelareorep and mFOLFIRINOX with and without atezolizumab - (GOBLET),Colorectal and advanced anal cancers,Phase 1/2,2022-11-07,SITC,unspecified,2022,UNKNOWN,1.5,,,,,,,,,,,,,,,,backtest,,,,,,,ONCY|2022-11-07,100507033.833444,2.55,2.5547759066203333,-29.87,micro,,7.69,3.28,-0.79,0.0,41.27,25.4,7.14,micro,69355173.61506152
REGN,Regeneron Pharmaceuticals Inc.,"Nexiguran ziclumeran (nex-z, NTLA-2001) - (MAGNITUDE)",Transthyretin amyloidosis (ATTR),Phase 1,2022-11-05,AHA,unspecified,2022,UNKNOWN,740.21,,,,,,,,,,,,,,,,backtest,,,,,,,REGN|2022-11-05,76860407000.0,,,,large,,7.89,1.27,0.42,-1.14,1.59,0.24,-0.17,large,69883541283.27777
NTLA,Intellia Therapeutics Inc.,"Nexiguran ziclumeran (nex-z, NTLA-2001) - (MAGNITUDE)",Transthyretin amyloidosis (ATTR),Phase 1,2022-11-05,AHA,unspecified,2022,UNKNOWN,50.94,,,,,,,,,,,,,,,,backtest,,,,,,,NTLA|2022-11-05,,,,,,,-6.01,-6.21,4.66,-3.49,-2.77,4.63,-4.97,mid,4008164838.603916
LXRX,Lexicon Pharmaceuticals Inc.,Sotagliflozin - (SOLOIST-WHF),Type 2 diabetes,Phase 3,2022-11-05,ASN,unspecified,2022,POSITIVE,2.08,,,,,,,,,,,,,,,,backtest,,,,,,,LXRX|2022-11-05,236342893.5,7.84,7.842810442469727,-4.7,micro,,-10.73,-3.26,7.22,-3.26,-0.96,12.02,5.29,small,393565105.56411743
SCYX,SCYNEXIS Inc.,BREXAFEMME (ibrexafungerp) - (FURI),Invasive candidiasis,Phase 3,2022-10-24,IDWEEK,unspecified,2022,UNKNOWN,2.22,,,,,,,,,,,,,,,,backtest,,,,,,,SCYX|2022-10-24,58700818.33,,,,micro,,-11.81,2.14,-7.72,-15.55,-2.09,-3.35,-6.69,,
CVM,Cel-Sci Corporation,Multikine - (IT-MATTERS),Head and Neck cancer,Phase 3,2022-10-17,ESMO,unspecified,2022,MIXED,3.3,False,False,False,False,False,False,False,False,0.0,LOW,0.061,0.403743316,0.0,False,False,backtest,,,,,,,CVM|2022-10-17,37312789.6,53.01,53.00552374660501,-4.13,nano,,-17.71,-17.28,-4.24,0.0,0.63,-2.22,9.81,micro,137296686.13979137
CLSD,Clearside Biomedical Inc.,Bel-sar (AU-011) - (CoMpass),Indeterminate lesions (ILs) and choroidal melanoma (CM),Phase 2,2022-10-03,AAO,unspecified,2022,POSITIVE,1.2,,,,,,,,,,,,,,,,backtest,,,,,,,CLSD|2022-10-03,70113177.75,3.52,3.517528272006067,-9.07,micro,,-20.42,-16.91,-8.13,4.63,21.24,14.16,5.31,,
RGNX,REGENXBIO Inc.,RGX-314 - (AAVIATE),Wet AMD using suprachoroidal delivery,Phase 2,2022-10-03,AAO,unspecified,2022,NEGATIVE,24.17,,,,,,,,,,,,,,,,backtest,,,,,,,RGNX|2022-10-03,,,,,,,-15.53,-10.77,2.68,18.57,-14.49,-16.84,-10.22,small,1144207573.21167
AURA,Aura Biosciences Inc.,Bel-sar (AU-011) - (CoMpass),Indeterminate lesions (ILs) and choroidal melanoma (CM),Phase 2,2022-10-03,AAO,unspecified,2022,POSITIVE,14.59,,,,,,,,,,,,,,,,backtest,,,,,,,AURA|2022-10-03,,12.13,12.128464560079845,5.42,,,10.56,38.32,20.4,23.77,-22.02,-23.95,-22.9,small,530613148.7755108
ADPT,Adaptive Biotechnologies Corporation,Abecma (idecabtagene vicleucel) - (KarMMa-9),Newly Diagnosed Multiple Myeloma,Phase 2a,2022-12-10,ASH,unspecified,2022,UNKNOWN,8.25,,,,,,,,,,,,,,,,backtest,,,,,,,ADPT|2022-12-10,882612000.0,6.32,6.317545350733707,3.39,small,,8.41,-11.67,1.35,0.0,5.94,-12.0,-13.33,small,1179850295.25
VRTX,Vertex Pharmaceuticals Incorporated,Povetacicept (ALPN-303) - (RAINIER),"Lupus nephritis, IgA nephropathy",Phase 1,2022-12-12,ASH,unspecified,2022,UNKNOWN,314.19,,,,,,,,,,,,,,,,backtest,,,,,,,VRTX|2022-12-12,103695250000.0,,,,large,,-0.53,2.95,-0.98,-1.69,-1.64,-6.61,-7.98,large,80144205456.78406
ALPN,Alpine Immune Sciences Inc.,Povetacicept (ALPN-303) - (RAINIER),"Lupus nephritis, IgA nephropathy",Phase 1,2022-12-12,ASH,unspecified,2022,UNKNOWN,6.16,,,,,,,,,,,,,,,,backtest,,,,,,,ALPN|2022-12-12,,,,,,,2.03,4.68,-4.88,-10.39,2.81,8.77,2.65,,
MGTA,Dianthus Therapeutics Inc Com,MGTA-117,Acute myeloid leukemia and myelodysplasia-excess blasts,Phase 1/2,2022-12-12,ASH,unspecified,2022,UNKNOWN,1.15,,,,,,,,,,,,,,,,backtest,,,,,,,MGTA|2022-12-12,,,,,,,-12.0,-18.52,-3.51,-11.29,-3.64,-24.55,-66.36,,
KYKOF,Kyowa Kirin Co. Ltd.,OTL-201,MPS-IIIA,Phase 1/2,2022-12-12,ASH,unspecified,2022,UNKNOWN,,,,,,,,,,,,,,,,,backtest,,,,,,,KYKOF|2022-12-12,,,,,,,-2.79,-2.79,-2.92,0.0,1.03,1.03,0.0,,
BMY,Bristol-Myers Squibb Company,CELMoD (CC-92480) in combination with Dexamethasone and Bortezomib,Relapsed/Refractory Multiple Myeloma (RRMM),Phase 1/2,2022-12-11,ASH,unspecified,2022,UNKNOWN,77.64,,,,,,,,,,,,,,,,backtest,,,,,,,BMY|2022-12-11,114647120000.0,,,,large,,2.6,3.78,-0.39,-2.32,-1.88,-7.19,-7.89,large,167605224047.12585
INAB,IN8bio Inc.,INB-100,"Allogeneic hematopoietic stem cell transplantation (HSCT), leukemias undergoing haploidentical stem cell transplantation",Phase 1,2022-12-11,ASH,unspecified,2022,UNKNOWN,2.47,,,,,,,,,,,,,,,,backtest,,,,,,,INAB|2022-12-11,,,,,,,27.57,38.01,57.33,-3.28,-8.05,-26.69,-22.88,micro,57825093.01248831
APVO,Aptevo Therapeutics Inc.,APVO436,Acute myeloid leukemia (AML) and myelodysplastic syndromes (MDS),Phase 1,2022-12-11,ASH,unspecified,2022,UNKNOWN,3.91,,,,,,,,,,,,,,,,backtest,,,,,,,APVO|2022-12-11,,,,,,,16.15,10.25,20.17,10.25,-17.94,-42.41,-41.26,nano,17683675.83807373
LGND,Ligand Pharmaceuticals Incorporated,APVO436,Acute myeloid leukemia (AML) and myelodysplastic syndromes (MDS),Phase 1,2022-12-11,ASH,unspecified,2022,UNKNOWN,64.8,,,,,,,,,,,,,,,,backtest,,,,,,,LGND|2022-12-11,1959773500.0,,,,small,,15.46,-22.11,-11.49,-9.01,0.32,2.62,3.2,small,1071390749.246933
ACET,Adicet Bio Inc.,ADI-001,Non-Hodgkins lymphoma,Phase 1,2022-12-10,ASH,unspecified,2022,UNKNOWN,17.27,False,False,False,False,False,False,False,False,0.0,LOW,0.061,0.414141414,0.0,False,False,backtest,,,,,,,ACET|2022-12-10,,6.3,6.301946821142465,29.81,,,0.47,-18.81,3.41,-14.46,-37.52,-51.48,-55.3,small,740042695.9557877
BMY,Bristol-Myers Squibb Company,Abecma (idecabtagene vicleucel) - (KarMMa-9),Newly Diagnosed Multiple Myeloma,Phase 2a,2022-12-10,ASH,unspecified,2022,UNKNOWN,77.58,,,,,,,,,,,,,,,,backtest,,,,,,,BMY|2022-12-10,114647120000.0,2.96,2.957554700654552,3.53,large,,2.6,3.78,-0.39,-2.32,-1.88,-7.19,-7.89,large,167605224047.12585
WHWK,Whitehawk Therapeutics Inc.,Nab-sirolimus (NAB-S) combined with pazopanib (PAZO),Soft Tissue Sarcoma,Phase 1,2023-06-05,ASCO,unspecified,2023,MIXED,,,,,,,,,,,,,,,,,backtest,,,,,,,WHWK|2023-06-05,85414800.0,,,,micro,,1.13,0.12,5.22,4.13,1.61,-2.48,-0.62,micro,196962149.65416908
KPTI,Karyopharm Therapeutics Inc.,XPOVIO (selinexor) and JAKAFI (ruxolitinib) - (XPORT-MF-034),Myelofibrosis - naïve,Phase 1,2022-12-10,ASH,unspecified,2022,UNKNOWN,4.7,,,,,,,,,,,,,,,,backtest,,,,,,,KPTI|2022-12-10,82379377.86,,,,micro,,-7.3,-16.96,-3.89,-10.13,-25.32,-36.81,-47.23,small,381428622.2
TSVT,2seventy bio Inc.,Abecma (idecabtagene vicleucel) - (KarMMa-9),Newly Diagnosed Multiple Myeloma,Phase 2a,2022-12-10,ASH,unspecified,2022,UNKNOWN,13.59,,,,,,,,,,,,,,,,backtest,,,,,,,TSVT|2022-12-10,153520920.0,4.45,4.445557026346129,-4.05,micro,,-10.83,-18.62,-10.42,-11.52,-8.02,-24.14,-36.79,,
AZN,AstraZeneca PLC,FasTCAR-T GC012F,Diffuse large B-cell lymphoma (DLBCL),Phase 1,2022-12-10,ASH,unspecified,2022,UNKNOWN,68.55,False,False,False,False,False,True,False,True,0.0,LOW,0.061,0.415617128,0.0,False,False,backtest,,,,,,,AZN|2022-12-10,203112000000.0,1.06,1.0564774323397592,-6.68,large,,21.9,12.6,4.14,1.97,0.04,-2.1,-2.0,,
AZN,AstraZeneca PLC,Camizestrant - (SERENA-2),Advanced ER-positive Breast Cancer,Phase 2,2022-12-08,SABCS,unspecified,2022,UNKNOWN,68.17,,,,,,,,,,,,,,,,backtest,,,,,,,AZN|2022-12-08,203112000000.0,1.06,1.0564774323397592,-6.68,large,,18.8,12.86,4.17,-1.63,2.54,1.46,-1.16,,
ONCY,Oncolytics Biotech Inc.,Pelareorep and TECENTRIQ (atezolizumab) - (AWARE-1),Breast cancer,Phase 1,2022-12-08,SABCS,unspecified,2022,MIXED,1.72,,,,,,,,,,,,,,,,backtest,,,,,,,ONCY|2022-12-08,100507033.833444,,,,micro,,31.78,-4.49,18.88,-19.81,-0.59,7.65,4.12,micro,93574443.9246924
OLMA,Olema Pharmaceuticals Inc.,Palazestrant (OP-1250) and ribociclib - (OPERA-02),Breast Cancer,Phase 1/2,2022-12-07,SABCS,unspecified,2022,UNKNOWN,2.62,,,,,,,,,,,,,,,,backtest,,,,,,,OLMA|2022-12-07,342474733.26,,,,small,,-30.25,-20.45,-1.97,-13.24,-0.4,-1.61,-8.84,micro,100734013.61581302
ACIU,AC Immune SA,Semorinemab - (LAURIET),Alzheimers disease (AD),Phase 2,2022-12-01,CTAD,unspecified,2022,UNKNOWN,2.52,,,,,,,,,,,,,,,,backtest,,,,,,,ACIU|2022-12-01,,,,,,,-9.25,-11.46,-0.39,-0.78,0.78,-9.8,-20.0,micro,212871479.16941047
CADL,Candel Therapeutics Inc.,linoserpaturev (CAN-3110),Glioma,Phase 1,2022-11-17,SNO,unspecified,2022,UNKNOWN,1.84,False,False,False,False,False,False,False,False,0.0,LOW,0.061,0.409793814,0.0,False,False,backtest,,,,,,,CADL|2022-11-17,,1.09,1.0901988106198213,-6.71,,,-41.32,25.68,13.41,12.05,-4.84,-1.61,1.08,micro,53742922.253332615
ONC,BeOne Medicines Ltd.,Ziihera (zanidatamab-hrii),HER2-amplified biliary tract cancers,Phase 2,2023-06-05,ASCO,unspecified,2023,UNKNOWN,,,,,,,,,,,,,,,,,backtest,,,,,,,ONC|2023-06-05,19447746480.0,0.0,0.0,0.0,large,,-12.03,-8.98,-2.25,-4.03,-0.54,-6.23,-15.74,large,309812582515.0568
BPMC,Blueprint Medicines Corporation,BLU-451 - (CONCERTO),EGFR exon 20 insertion-positive NSCLC,Phase 1/2,2023-06-05,ASCO,unspecified,2023,UNKNOWN,56.02,False,False,False,False,False,False,False,False,0.0,LOW,0.061,0.427672956,0.0,False,False,backtest,,,,,,,BPMC|2023-06-05,5482387540.0,5.88,5.8788206339705305,3.18,mid,,18.7,3.54,6.36,0.81,-0.38,-1.01,9.93,,
DSNKY,"Daiichi Sankyo Co., Ltd. ADR",ENHERTU,Multiple HER2-expressing advanced solid tumors,Phase 2,2023-06-05,ASCO,unspecified,2023,UNKNOWN,34.3,,,,,,,,,,,,,,,,backtest,,,,,,,DSNKY|2023-06-05,6790615432757.999,1.0,0.3508814699756908,-64.02,large,,-4.5,-1.27,-4.9,4.78,2.6,7.4,-2.84,,
GILD,Gilead Sciences Inc.,Domvanalimab (AB154) + Zimberelimab (AB122) - (ARC-7),Non-small cell lung cancer (NSCLC),Phase 2,2023-06-05,ASCO,unspecified,2023,UNKNOWN,76.24,False,False,False,False,False,False,False,True,0.0,LOW,0.061,0.425263158,0.0,False,False,backtest,,,,,,,GILD|2023-06-05,115185390000.0,2.7,2.695872755905734,-15.02,large,,-10.03,-2.33,-1.22,1.04,-2.17,-0.04,-0.23,large,97156300184.88634
RCUS,Arcus Biosciences Inc.,Domvanalimab (AB154) + Zimberelimab (AB122) - (ARC-7),Non-small cell lung cancer (NSCLC),Phase 2,2023-06-05,ASCO,unspecified,2023,UNKNOWN,20.54,False,False,False,False,False,False,False,True,0.0,LOW,0.061,0.426470588,0.0,False,False,backtest,,,,,,,RCUS|2023-06-05,,7.8,7.799796864892295,17.96,,,5.1,7.41,15.0,-4.63,-4.0,-4.28,-9.8,small,1535948252.5325394
MRK,Merck & Company Inc.,Datopotamab deruxtecan with pembrolizumab - (TROPION-Lung02),Metastatic non-small cell lung cancer (NSCLC),Phase 1b,2023-06-05,ASCO,unspecified,2023,UNKNOWN,111.6,False,False,False,False,False,False,False,False,0.0,MOD,-0.177,0.538461538,50.0,False,False,backtest,,,,,,,MRK|2023-06-05,251883360000.0,2.17,2.17422443983964,-20.23,large,,-2.47,-4.38,-2.57,1.31,-2.23,-2.36,-2.04,large,285512285026.076
AGEN,Agenus Inc.,Botensilimab plus balstilimab - (BATTMAN),Relapsed/refractory microsatellite stable colorectal cancer with no active liver metastases (r/r MSS CRC NLM),Phase 1,2023-03-27,SGO,unspecified,2023,UNKNOWN,1.53,False,False,False,False,False,False,False,False,0.0,LOW,0.061,0.429213483,0.0,False,False,backtest,,,,,,,AGEN|2023-03-27,58836020.00000001,3.23,3.2284172615235422,2.52,micro,,-32.88,-24.37,-12.87,-9.15,-0.67,5.37,-8.05,small,495444761.8333205
AZN,AstraZeneca PLC,ENHERTU,Multiple HER2-expressing advanced solid tumors,Phase 2,2023-06-05,ASCO,unspecified,2023,UNKNOWN,72.72,,,,,,,,,,,,,,,,backtest,,,,,,,AZN|2023-06-05,203112000000.0,1.23,1.2324517445052727,4.63,large,,-3.04,-0.93,-2.54,1.78,-1.14,1.18,1.45,,
CGEN,Compugen Ltd.,"COM701, OPDIVO (nivolumab) and BMS-986207",Platinum resistant ovarian cancer,Phase 1/2,2023-06-05,ASCO,unspecified,2023,UNKNOWN,1.12,,,,,,,,,,,,,,,,backtest,,,,,,,CGEN|2023-06-05,,2.06,2.0553341971774883,-6.85,,,69.35,66.67,38.16,-0.94,20.95,31.43,22.86,micro,90955871.01941514
PFE,Pfizer Inc.,SGN-B6A,Solid Tumors,Phase 1,2023-06-03,ASCO,unspecified,2023,NEGATIVE,37.93,False,False,True,True,False,False,False,False,0.0,VERY_HIGH,0.103,0.136363636,50.0,False,False,backtest,,,,,,,PFE|2023-06-03,150265920000.0,1.42,1.4236922372452547,21.46,large,,-4.6,-0.34,4.32,2.02,0.03,4.01,2.55,large,216553980732.822
AFMD,Affimed N.V.,AFM24-101,EGFR-expressing solid tumors,Phase 1/2,2023-06-03,ASCO,unspecified,2023,MIXED,0.88,,,,,,,,,,,,,,,,backtest,,,,,,,AFMD|2023-06-03,,,,,,,3.29,-0.34,-18.7,6.04,-14.01,-16.74,-20.84,,
ELEV,Elevation Oncology Inc.,EO-3021 (SYSA1801) with ramucirumab + dostarlimab,Advanced Unresectable or Metastatic Solid Tumors Likely to Express Claudin 18.2,Phase 1,2023-06-03,ASCO,unspecified,2023,UNKNOWN,3.54,,,,,,,,,,,,,,,,backtest,,,,,,,ELEV|2023-06-03,,,,,,,93.44,-10.38,-7.09,-29.48,-18.08,-51.41,-55.37,,
CGEM,Cullinan Therapeutics Inc.,CLN-619 - (MICA) monotherapy and in combination with pembrolizumab,Solid tumors,Phase 1,2023-06-03,ASCO,unspecified,2023,UNKNOWN,10.53,,,,,,,,,,,,,,,,backtest,,,,,,,CGEM|2023-06-03,,,,,,,-2.41,9.92,14.83,4.78,16.71,20.7,24.12,small,414470434.9695015
PGEN,Precigen Inc.,PRGN-2009 AdenoVerse,HPV+ solid tumors,Phase 1,2023-06-03,ASCO,unspecified,2023,UNKNOWN,1.29,,,,,,,,,,,,,,,,backtest,,,,,,,PGEN|2023-06-03,299854240.0,,,,micro,,5.74,5.74,0.0,5.74,0.78,-1.55,-3.49,small,329572741.6241064
CHRS,Coherus Oncology Inc.,Toripalimab + platinum-doublet chemotherapy  - (NEOTORCH),NSCLC neoadjuvant setting,Phase 3,2023-06-03,ASCO,unspecified,2023,UNKNOWN,4.45,,,,,,,,,,,,,,,,backtest,,,,,,,CHRS|2023-06-03,158083881.06,3.22,3.2225329974451835,9.39,micro,,-46.39,-39.7,-1.98,2.3,18.43,20.9,-13.71,small,358464083.1355953
AGEN,Agenus Inc.,AGEN2373,"Solid tumors, melanoma",Phase 1,2023-06-03,ASCO,unspecified,2023,UNKNOWN,1.6,,,,,,,,,,,,,,,,backtest,,,,,,,AGEN|2023-06-03,58836020.00000001,,,,micro,,-10.11,1.91,14.29,10.34,15.62,25.0,16.87,small,558201534.4
BMY,Bristol-Myers Squibb Company,KRAZATI (adagrasib) - (KRYSTAL-1),Non-Small Cell Lung Cancer / Colorectal Cancer,Phase 2,2023-06-03,ASCO,unspecified,2023,UNKNOWN,64.42,,,,,,,,,,,,,,,,backtest,,,,,,,BMY|2023-06-03,114647120000.0,,,,large,,-6.85,-3.64,-0.27,2.88,-0.27,-1.37,0.56,large,137941630774.612
TCRT,Alaunos Therapeutics Inc.,Sleeping Beauty - (TCR-T Library),Solid tumors,Phase 1/2,2023-06-03,ASCO,unspecified,2023,MIXED,0.5,,,,,,,,,,,,,,,,backtest,,,,,,,TCRT|2023-06-03,,,,,,,-1.88,-14.58,-20.57,0.05,-5.09,-8.59,-4.04,micro,120313527.5
BCEL,Atreca Inc.,ATRC-101 with pembrolizumab,Solid tumors,Phase 1b,2023-06-05,ASCO,unspecified,2023,UNKNOWN,1.03,,,,,,,,,,,,,,,,backtest,,,,,,,BCEL|2023-06-05,,,,,,,9.91,-0.2,-14.7,-2.16,9.22,22.24,13.23,,
PGEN,Precigen Inc.,PRGN-3005 UltraCAR-T,Ovarian cancer,Phase 1,2023-06-05,ASCO,unspecified,2023,UNKNOWN,1.34,,,,,,,,,,,,,,,,backtest,,,,,,,PGEN|2023-06-05,299854240.0,,,,micro,,5.74,5.74,0.0,5.74,0.78,-1.55,-3.49,small,329572741.6241064
IMMP,Immutep Limited,Eftilagimod alpha and KEYTRUDA (pembrolizumab) - (TACTI-002/KEYNOTE-798),Non-small cell lung cancer; Head and neck cancer,Phase 2,2023-06-05,ASCO,unspecified,2023,NEGATIVE,2.09,,,,,,,,,,,,,,,,backtest,,,,,,,IMMP|2023-06-05,,1.0,0.0768632300886516,-16.12,,,26.99,26.22,-15.51,-2.82,5.31,-2.9,0.0,small,1793116359.2222536
BGNE,BeiGene Ltd.,Tislelizumab - (Rationale-301),Hepatocellular carcinoma (HCC),Phase 3,2023-06-05,ASCO,unspecified,2023,UNKNOWN,221.84,,,,,,,,,,,,,,,,backtest,,,,,,,BGNE|2023-06-05,19354016243.00769,11.43,11.426294622290287,-3.07,large,,-12.03,-8.98,-2.25,-4.03,-0.54,-6.23,-15.74,,
HURA,TuHURA Biosciences Inc.,Immune Fx (IFx-2.0),Cancer vaccine for merkel cell carcinoma (MCC),Phase 1b,2023-06-05,ASCO,unspecified,2023,UNKNOWN,,,,,,,,,,,,,,,,,backtest,,,,,,,HURA|2023-06-05,,,,,,,6.77,2.97,20.49,14.52,-7.78,-2.02,-0.86,nano,5871847.102454049
CLLS,Cellectis S.A.,ALLO-501/501A + ALLO-647 - (ALPHA2),Large B-cell lymphoma,Phase 1,2023-06-05,ASCO,unspecified,2023,UNKNOWN,2.08,,,,,,,,,,,,,,,,backtest,,,,,,,CLLS|2023-06-05,,,,,,,4.74,4.74,14.37,8.74,2.51,1.51,-0.56,micro,90895176.75559998
ALLO,Allogene Therapeutics Inc.,ALLO-501/501A + ALLO-647 - (ALPHA2),Large B-cell lymphoma,Phase 1,2023-06-05,ASCO,unspecified,2023,UNKNOWN,5.57,,,,,,,,,,,,,,,,backtest,,,,,,,ALLO|2023-06-05,,,,,,,3.7,-15.0,-7.73,1.45,4.81,2.32,-14.26,small,818171507.671957
COGT,Cogent Biosciences Inc.,Bezuclastinib and SUTENT (sunitinib) - (PEAK),Gastrointestinal Stromal Tumors (GIST),Phase 3,2023-06-05,ASCO,unspecified,2023,UNKNOWN,13.24,,,,,,,,,,,,,,,,backtest,,,,,,,COGT|2023-06-05,,,,,,,15.39,15.6,15.7,15.49,0.46,-5.55,-5.47,small,920179885.2448368
DAWN,Day One Biopharmaceuticals Inc.,OJEMDA (tovorafenib),Low-grade Glioma,Phase 2,2023-06-05,ASCO,unspecified,2023,UNKNOWN,13.95,,,,,,,,,,,,,,,,backtest,,,,,,,DAWN|2023-06-05,1186210112.43,9.45,9.449781077623433,7.2,small,,-0.73,-0.58,1.8,9.06,5.66,-7.79,1.47,,
CUE,Cue Biopharma Inc.,CUE-101,HPV+ head and neck squamous cell carcinoma (HNSCC),Phase 1b,2023-06-05,ASCO,unspecified,2023,UNKNOWN,3.97,,,,,,,,,,,,,,,,backtest,,,,,,,CUE|2023-06-05,,,,,,,11.08,-15.95,-2.14,5.12,-8.03,-7.79,-1.7,micro,177462200.89230856
JAZZ,Jazz Pharmaceuticals plc,Ziihera (zanidatamab-hrii),HER2-amplified biliary tract cancers,Phase 2,2023-06-05,ASCO,unspecified,2023,UNKNOWN,129.73,,,,,,,,,,,,,,,,backtest,,,,,,,JAZZ|2023-06-05,7615349700.0,4.79,4.794199934278615,4.97,mid,,-11.7,-7.93,-4.42,1.94,0.44,-2.13,-0.23,mid,8214374642.547455
ZYME,Zymeworks Inc.,Ziihera (zanidatamab-hrii),HER2-amplified biliary tract cancers,Phase 2,2023-06-05,ASCO,unspecified,2023,UNKNOWN,8.94,,,,,,,,,,,,,,,,backtest,,,,,,,ZYME|2023-06-05,1110395409.8400002,10.93,10.929434827143682,-4.66,small,,-11.8,0.35,-11.26,5.09,1.61,-3.58,-3.34,small,556365019.8358803
MRNA,Moderna Inc.,V940-001 (mRNA-4157) with KEYTRUDA (pembrolizumab) - (INTerpath-002),"Personalized cancer vaccine, high-risk melanoma, lung cancer",Phase 2,2023-06-05,ASCO,unspecified,2023,NEGATIVE,128.9,,,,,,,,,,,,,,,,backtest,,,,,,,MRNA|2023-06-05,15966720000.0,,,,large,,-7.34,-4.77,3.38,3.38,-2.77,-5.36,-4.81,large,49751628999.86455
INAB,IN8bio Inc.,INB-200,Glioblastoma,Phase 2,2023-06-05,ASCO,unspecified,2023,UNKNOWN,2.73,,,,,,,,,,,,,,,,backtest,,,,,,,INAB|2023-06-05,,,,,,,200.0,35.19,-2.78,12.1,-19.68,-24.76,-37.14,micro,93713596.2
ZNTL,Zentalis Pharmaceuticals Inc.,Azenosertib (ZN-c3) + ZEJULA (Niraparib) - (DENALI),"Platinum Resistant  High-Grade Serous Ovarian, Fallopian Tube or Primary Peritoneal Cancer",Phase 1b,2023-06-05,ASCO,unspecified,2023,UNKNOWN,24.68,,,,,,,,,,,,,,,,backtest,,,,,,,ZNTL|2023-06-05,,8.24,8.241220915861067,15.83,,,25.1,17.86,-0.3,-12.58,-4.3,-8.15,8.56,small,1562482463.706787
KTRA,TuHURA Biosciences Inc.,Immune Fx (IFx-2.0),Cancer vaccine for merkel cell carcinoma (MCC),Phase 1b,2023-06-05,ASCO,unspecified,2023,UNKNOWN,3.17,,,,,,,,,,,,,,,,backtest,,,,,,,KTRA|2023-06-05,,,,,,,6.75,2.95,20.33,14.52,-7.77,-2.01,-0.86,,
ERAS,Erasca Inc.,ERAS-601 - (FLAGSHP-1),Advanced solid tumors,Phase 1b,2023-04-18,AACR,unspecified,2023,UNKNOWN,3.0,,,,,,,,,,,,,,,,backtest,,,,,,,ERAS|2023-04-18,,,,,,,-10.14,1.97,-1.59,8.39,-8.23,-16.13,-12.26,small,467007877.3331151
CLLS,Cellectis S.A.,UCART123 - (AMELI-01),Acute myeloid leukemia (AML),Phase 1,2023-05-17,ASGCT,unspecified,2023,UNKNOWN,1.8,,,,,,,,,,,,,,,,backtest,,,,,,,CLLS|2023-05-17,,,,,,,-11.17,-13.79,-5.91,-8.85,1.08,-1.71,12.57,micro,79932944.0
OLMA,Olema Pharmaceuticals Inc.,Palazestrant (OP-1250) and ribociclib - (OPERA-02),Breast Cancer,Phase 2,2023-05-11,ESMO,unspecified,2023,MIXED,6.8,,,,,,,,,,,,,,,,backtest,,,,,,,OLMA|2023-05-11,342474733.26,,,,small,,82.92,75.2,43.41,4.57,4.97,0.9,-18.83,micro,270657775.51772404
AUTL,Autolus Therapeutics plc,AUCATZYL (obecabtagene autoleucel)  - (FELIX),B-Cell Acute Lymphoblastic Leukemia,Phase 2,2023-06-02,ASCO,unspecified,2023,POSITIVE,2.9,,,,,,,,,,,,,,,,backtest,,,,,,,AUTL|2023-06-02,599628439.3000001,,,,small,,72.93,63.02,13.82,2.62,-6.71,-8.31,-7.67,small,541723236.1068058
KPRX,Kiora Pharmaceuticals Inc.,KIO-301 - (ABACUS),Later-stage Retinitis Pigmentosa,Phase 2,2023-04-27,ARVO,unspecified,2023,UNKNOWN,4.77,,,,,,,,,,,,,,,,backtest,,,,,,,KPRX|2023-04-27,,,,,,,18.7,26.22,4.29,24.43,1.37,-32.42,-42.24,nano,8406402.209523518
FDMT,4D Molecular Therapeutics Inc.,4D-150 - (PRISM),Wet age-related macular degeneration (AMD),Phase 2,2023-04-27,ARVO,unspecified,2023,UNKNOWN,16.5,,,,,,,,,,,,,,,,backtest,,,,,,,FDMT|2023-04-27,,,,,,,18.42,15.56,22.08,3.52,-12.45,-21.83,-17.84,small,683680307.6169434
LCTX,"Lineage Cell Therapeutics, Inc.",RG6501 - (OpRegen),Geographic atrophy (GA),Phase 1/2,2023-04-26,ARVO,unspecified,2023,UNKNOWN,1.35,,,,,,,,,,,,,,,,backtest,,,,,,,LCTX|2023-04-26,,,,,,,-5.04,-3.65,-5.71,-3.65,4.55,10.61,8.33,micro,224629410.40597045
DNLI,Denali Therapeutics Inc.,DNL343 - (HEALEY),Amyotrophic lateral sclerosis (ALS),Phase 1b,2023-04-25,AAN,unspecified,2023,UNKNOWN,23.89,,,,,,,,,,,,,,,,backtest,,,,,,,DNLI|2023-04-25,,,,,,,6.35,7.22,4.66,-0.68,-2.32,-2.28,9.5,mid,3411703697.975582
