"ticker","cik","company","catalyst_type","catalyst_date","date_precision","drug","indication","source","source_url","snippet","confidence","redistribute","retrieved_at","conference","pres_type","date_basis","sources","urls","category","market_cap","price","wk52_high","wk52_low","wk52_pos","avg_volume","cash","cash_runway_months","runway_label","runway_source","runway_end","runway_guidance_url","dilution_risk","change_status","change_type","change_detail","last_checked","data_flags","formerly","outcome","outcome_date","outcome_source","qa_flag"
"SNY","0001121404","Sanofi","PhaseReadout","2026-08-15","month","","Hemophilia","clinicaltrials","https://clinicaltrials.gov/study/NCT03974113","PHASE3 | Fitusiran Prophylaxis in Male Pediatric Subjects Aged 1 to Less Than 12 Years With Hemophi | primary completion 2026-08-15","0.45","True","2026-07-24T11:52:24Z","","","","clinicaltrials","https://clinicaltrials.gov/study/NCT03974113","readout","105187982169","43.36","52.68","40.89","20.9","1912652.0","5544000000","","","","","","","new","new","","2026-07-24T12:34:14Z","","","","","","blank_drug"
"BMRN","0001048477","BIOMARIN PHARMACEUTICAL INC","PhaseReadout","2026-08-19","month","","Alpha 1-Antitrypsin Deficiency","clinicaltrials","https://clinicaltrials.gov/study/NCT06738017","PHASE1 | Study of BMN 349 Single Dose in PiZZ and PiMZ/MASH Adult Participants | primary completion 2026-08-19","0.45","True","2026-07-24T11:49:40Z","","","","clinicaltrials","https://clinicaltrials.gov/study/NCT06738017","readout","11378629080","58.87","66.28","49.26","56.5","2498063.0","2222435000","","","","","","","","","","2026-07-24T12:34:14Z","","","","","","blank_drug"
"MRK","0000310158","Merck","PhaseReadout","2026-08-01","month","","Glioblastoma","clinicaltrials","https://clinicaltrials.gov/study/NCT05463848","PHASE2 | Surgical Pembro +/- Olaparib w TMZ for rGBM | primary completion 2026-08-01","0.45","True","2026-07-24T11:51:27Z","","","","clinicaltrials","https://clinicaltrials.gov/study/NCT05463848","readout","322212717200","130.46","131.74","76.66","97.7","5980266.0","5702000000","","","","","","","new","new","","2026-07-24T12:34:14Z","","","","","","blank_drug|stale_alias"
"IDYA","0001676725","IDEAYA Biosciences, Inc.","PhaseReadout","2026-10-01","month","","Advanced or Metastatic Solid Tumors","clinicaltrials","https://clinicaltrials.gov/study/NCT05787587","PHASE1 | A Study of PARG Inhibitor IDE161 in Participants With Advanced Solid Tumors | primary completion 2026-10","0.45","True","2026-07-24T11:50:46Z","","","","clinicaltrials","https://clinicaltrials.gov/study/NCT05787587","readout","3444860713","36.23","40.58","22.09","76.5","847692.0","671201000","93.7","into 2030","company-guided","2030-12-15","https://www.sec.gov/Archives/edgar/data/1676725/000119312526052741/idya-ex99_1.htm","","","","","2026-07-24T12:34:14Z","","","","","","blank_drug"
"NVS","0001114448","NOVARTIS AG","PhaseReadout","2026-08-25","month","","Non-Small Cell Lung Cancer","clinicaltrials","https://clinicaltrials.gov/study/NCT05132075","PHASE3 | Study of JDQ443 in Comparison With Docetaxel in Participants With Locally Advanced or Meta | primary completion 2026-08-25","0.45","True","2026-07-24T11:51:41Z","","","","clinicaltrials","https://clinicaltrials.gov/study/NCT05132075","readout","296777615118","156.14","170.46","112.34","75.4","2105344.0","7690031000","","","","","","","new","new","","2026-07-24T12:34:14Z","","","","","","blank_drug"
"GILD","0000882095","GILEAD SCIENCES, INC.","PhaseReadout","2026-08-01","month","","Head and Neck Squamous Cell Carcinoma","clinicaltrials","https://clinicaltrials.gov/study/NCT06727565","PHASE2 | Study of Novel Treatment Combination Therapies in Participants With Head and Neck Squamous | primary completion 2026-08","0.45","True","2026-07-24T11:50:33Z","","","","clinicaltrials","https://clinicaltrials.gov/study/NCT06727565","readout","162471833712","130.86","157.29","108.46","45.9","6298021.0","9817000000","","","","","","","new","new","","2026-07-24T12:34:14Z","","","","","","blank_drug"
"BMY","0000014272","Bristol Myers Squibb","PhaseReadout","2026-09-01","month","","Prostate Cancer","clinicaltrials","https://clinicaltrials.gov/study/NCT01688492","PHASE2 | Combining Ipilimumab With Abiraterone Acetate Plus Prednisone in Chemotherapy and Immunoth | primary completion 2026-09","0.45","True","2026-07-24T11:49:40Z","","","","clinicaltrials","https://clinicaltrials.gov/study/NCT01688492;https://clinicaltrials.gov/study/NCT04477629","readout","125607725700","61.51","62.89","42.52","93.2","7601774.0","10486000000","","","","","","","new","new","","2026-07-24T12:34:14Z","","","","","","blank_drug|stale_alias"
"EWTX","0001710072","Edgewise Therapeutics, Inc.","PhaseReadout","2027-01-01","month","","Duchenne Muscular Dystrophy","clinicaltrials","https://clinicaltrials.gov/study/NCT05540860","PHASE2 | A Study of EDG-5506 in Children With Duchenne Muscular Dystrophy (LYNX) | primary completion 2027-01","0.45","True","2026-07-24T11:50:25Z","","","","clinicaltrials","https://clinicaltrials.gov/study/NCT05540860","readout","4227328970","39.29","48.4","12.3","74.8","955977.0","499562000","40.4","~40 mo (estimated)","estimated","2029-12-03","","","","","","2026-07-24T12:34:14Z","","","","","","blank_drug"
"SNY","0001121404","Sanofi","PhaseReadout","2026-10-07","month","","Atopic Dermatitis","clinicaltrials","https://clinicaltrials.gov/study/NCT02612454","PHASE3 | Study to Assess the Long-term Safety of Dupilumab Administered in Participants ≥6 Months t | primary completion 2026-10-07","0.45","True","2026-07-24T11:52:24Z","","","","clinicaltrials","https://clinicaltrials.gov/study/NCT02612454","readout","105187982169","43.36","52.68","40.89","20.9","1912652.0","5544000000","","","","","","","new","new","","2026-07-24T12:34:14Z","","","","","","blank_drug"
"EWTX","0001710072","Edgewise Therapeutics, Inc.","PhaseReadout","2026-09-01","month","","Becker Muscular Dystrophy","clinicaltrials","https://clinicaltrials.gov/study/NCT05291091","PHASE2 | Phase 2 Study of EDG-5506 in Becker Muscular Dystrophy (GRAND CANYON) | primary completion 2026-09","0.45","True","2026-07-24T11:50:25Z","","","","clinicaltrials","https://clinicaltrials.gov/study/NCT05291091","readout","4227328970","39.29","48.4","12.3","74.8","955977.0","499562000","40.4","~40 mo (estimated)","estimated","2029-12-03","","","","","","2026-07-24T12:34:14Z","","","","","","blank_drug"
"INCY","0000879169","INCYTE CORP","PhaseReadout","2026-09-01","month","","Hodgkin Lymphoma","clinicaltrials","https://clinicaltrials.gov/study/NCT03681561","PHASE2 | Nivolumab With Ruxolitinib in Relapsed or Refractory Classical Hodgkin Lymphoma | primary completion 2026-09","0.45","True","2026-07-24T11:50:55Z","","","","clinicaltrials","https://clinicaltrials.gov/study/NCT03681561","readout","23312579667","116.69","119.6","69.69","94.2","956124.0","4015825000","","","","","","","","","","2026-07-24T12:34:14Z","","","","","","blank_drug"
"PRAX","0001689548","Praxis Precision Medicines","PhaseReadout","2027-01-01","month","","Focal Epilepsy","clinicaltrials","https://clinicaltrials.gov/study/NCT07505004","PHASE3 | Double-blind, Randomized Clinical Trial Evaluating the Efficacy and Safety of Vormatrigine | primary completion 2027-01","0.45","True","2026-07-24T11:51:59Z","","","","clinicaltrials","https://clinicaltrials.gov/study/NCT07505004","readout","6816065703","322.4","366.52","37.19","86.6","325369.0","786865000","33.4","into 2028","company-guided","2028-12-15","https://www.sec.gov/Archives/edgar/data/1689548/000168954826000049/praxisq12026pr.htm","","","","","2026-07-24T12:34:14Z","","","","","","blank_drug"
"RCUS","0001724521","Arcus Biosciences, Inc.","PhaseReadout","2027-01-01","month","","Gastrointestinal Tract Malignancies","clinicaltrials","https://clinicaltrials.gov/study/NCT05329766","PHASE2 | A Safety and Efficacy Study of Treatment Combinations With and Without Chemotherapy in Adu | primary completion 2027-01","0.45","True","2026-07-24T11:52:09Z","","","","clinicaltrials","https://clinicaltrials.gov/study/NCT05329766","readout","2992952992","29.73","31.735","8.84","91.2","1217569.0","822000000","20.2","~20 mo (estimated)","estimated","2028-03-29","","","","","","2026-07-24T12:34:14Z","","","","","","blank_drug"
"REPL","0001737953","Replimune Group, Inc.","PhaseReadout","2027-01-01","month","","High-Risk Oral Precancerous Disease","clinicaltrials","https://clinicaltrials.gov/study/NCT06623110","PHASE2 | Phase II Study of RP2 as Immunoprevention in High-Risk Oral Precancerous Disease | primary completion 2027-01-01","0.45","True","2026-07-24T11:52:10Z","","","","clinicaltrials","https://clinicaltrials.gov/study/NCT06623110","readout","878066384","10.46","12.5","1.5","81.5","3791515.0","268889000","11.5","into early 2027","company-guided","2027-03-15","https://www.sec.gov/Archives/edgar/data/1737953/000110465926078511/tm2619129d1_ex99-1.htm","ELEVATED — under 12 months","","","","2026-07-24T12:34:14Z","","","","","","blank_drug"
"JAZZ","0001232524","Jazz Pharmaceuticals","PhaseReadout","2026-09-01","month","","Glioblastoma","clinicaltrials","https://clinicaltrials.gov/study/NCT05629702","PHASE2 | ARISTOCRAT: Blinded Trial of Temozolomide +/- Cannabinoids | primary completion 2026-09","0.45","True","2026-07-24T11:51:02Z","","","","clinicaltrials","https://clinicaltrials.gov/study/NCT05629702","readout","16010321712","254.87","255.2","105.0","99.8","527842.0","2874300000","","","","","","","","","","2026-07-24T12:34:14Z","","","","","","blank_drug|stale_alias"
"ARGX","0001697862","ARGENX SE","PhaseReadout","2027-01-06","month","","Myasthaenia Gravis","clinicaltrials","https://clinicaltrials.gov/study/NCT06765161","PHASE3 | Efgartigimod in IVIG Dependent Myasthenia Gravis Patients | primary completion 2027-01-06","0.45","True","2026-07-24T11:49:19Z","","","","clinicaltrials","https://clinicaltrials.gov/study/NCT06765161","readout","57498812142","924.6","953.58","587.37","92.1","607666.0","4440039000","","","","","","","","","","2026-07-24T12:34:14Z","","","","","","blank_drug"
"IDYA","0001676725","IDEAYA Biosciences, Inc.","PhaseReadout","2027-01-07","month","","Solid Tumor","clinicaltrials","https://clinicaltrials.gov/study/NCT04794699","PHASE1 | Study of IDE397 in Participants With Solid Tumors Harboring MTAP Deletion | primary completion 2027-01-07","0.45","True","2026-07-24T11:50:46Z","","","","clinicaltrials","https://clinicaltrials.gov/study/NCT04794699","readout","3444860713","36.23","40.58","22.09","76.5","847692.0","671201000","93.7","into 2030","company-guided","2030-12-15","https://www.sec.gov/Archives/edgar/data/1676725/000119312526052741/idya-ex99_1.htm","","","","","2026-07-24T12:34:14Z","","","","","","blank_drug"
"LNTH","0001521036","Lantheus","PhaseReadout","2026-09-01","month","","Cardiac Amyloidosis","clinicaltrials","https://clinicaltrials.gov/study/NCT06790394","PHASE1 | Test-retest Study With [18F]FBB in Cardiac Amyloidosis | primary completion 2026-09","0.45","True","2026-07-24T11:51:14Z","","","","clinicaltrials","https://clinicaltrials.gov/study/NCT06790394","readout","6753453886","103.73","111.86","47.25","87.4","640900.0","498582000","","","","","","","","","","2026-07-24T12:34:14Z","","","","","","blank_drug|stale_alias"
"SNY","0001121404","Sanofi","PhaseReadout","2027-01-15","month","","Hemophilia A","clinicaltrials","https://clinicaltrials.gov/study/NCT04644575","PHASE3 | Long-term Safety and Efficacy of Efanesoctocog Alfa (BIVV001) in Previously Treated Patien | primary completion 2027-01-15","0.45","True","2026-07-24T11:52:24Z","","","","clinicaltrials","https://clinicaltrials.gov/study/NCT04644575","readout","105187982169","43.36","52.68","40.89","20.9","1912652.0","5544000000","","","","","","","new","new","","2026-07-24T12:34:14Z","","","","","","blank_drug"
"BNTX","0001776985","BioNTech SE","PhaseReadout","2027-01-25","month","","SCLC","clinicaltrials","https://clinicaltrials.gov/study/NCT06616532","PHASE3 | PM8002 in Combination With Paclitaxel Compared With Chemotherapy as Second-line Treatment  | primary completion 2027-01-25","0.45","True","2026-07-24T11:49:42Z","","","","clinicaltrials","https://clinicaltrials.gov/study/NCT06616532","readout","23280524607","92.06","124.0","79.52","28.2","539198.0","14651864245","","","","","","","new","new","","2026-07-24T12:34:14Z","","","","","","blank_drug"
"MRK","0000310158","Merck","PhaseReadout","2026-09-01","month","","Kidney Transplant; Complications","clinicaltrials","https://clinicaltrials.gov/study/NCT06001320","PHASE3 | De-novo Initiation of Letermovir vs Valganciclovir for Cytomegalovirus Prophylaxis in AA K | primary completion 2026-09-01","0.45","True","2026-07-24T11:51:27Z","","","","clinicaltrials","https://clinicaltrials.gov/study/NCT06001320","readout","322212717200","130.46","131.74","76.66","97.7","5980266.0","5702000000","","","","","","","new","new","","2026-07-24T12:34:14Z","","","","","","blank_drug|stale_alias"
"NVS","0001114448","NOVARTIS AG","PhaseReadout","2027-01-29","month","","Hypertension","clinicaltrials","https://clinicaltrials.gov/study/NCT06857955","PHASE2 | A Study to Identify an Optimal Dose of QCZ484 in Mild to Moderate Hypertensive Patients | primary completion 2027-01-29","0.45","True","2026-07-24T11:51:41Z","","","","clinicaltrials","https://clinicaltrials.gov/study/NCT06857955","readout","296777615118","156.14","170.46","112.34","75.4","2105344.0","7690031000","","","","","","","new","new","","2026-07-24T12:34:14Z","","","","","","blank_drug"
"DNLI","0001714899","Denali Therapeutics Inc.","PhaseReadout","2027-02-01","month","","Alzheimer Disease, Early Onset","clinicaltrials","https://clinicaltrials.gov/study/NCT07328451","PHASE1 | A Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of DN | primary completion 2027-02","0.45","True","2026-07-24T11:50:13Z","","","","clinicaltrials","https://clinicaltrials.gov/study/NCT07328451","readout","3716982041","23.42","27.3","12.58","73.6","1112399.0","987684000","28.7","~29 mo (estimated)","estimated","2028-12-12","","","","","","2026-07-24T12:34:14Z","","","","","","blank_drug"
"RCUS","0001724521","Arcus Biosciences, Inc.","PhaseReadout","2027-04-01","month","","Pancreatic Ductal Adenocarcinoma","clinicaltrials","https://clinicaltrials.gov/study/NCT06048484","PHASE2 | Combination Therapy in Patients With Localized Pancreatic Ductal Adenocarcinoma | primary completion 2027-04","0.45","True","2026-07-24T11:52:09Z","","","","clinicaltrials","https://clinicaltrials.gov/study/NCT06048484","readout","2992952992","29.73","31.735","8.84","91.2","1217569.0","822000000","20.2","~20 mo (estimated)","estimated","2028-03-29","","","","","","2026-07-24T12:34:14Z","","","","","","blank_drug"
"GILD","0000882095","GILEAD SCIENCES, INC.","PhaseReadout","2026-12-30","month","","COVID - 19","clinicaltrials","https://clinicaltrials.gov/study/NCT07197164","PHASE2 | Safety and Effectiveness of a Remdesivir Treatment to Prevent Severe COVID-19 in Kidney Tr | primary completion 2026-12-30","0.45","True","2026-07-24T11:50:33Z","","","","clinicaltrials","https://clinicaltrials.gov/study/NCT07197164","readout","162471833712","130.86","157.29","108.46","45.9","6298021.0","9817000000","","","","","","","new","new","","2026-07-24T12:34:14Z","","","","","","blank_drug"
"LNTH","0001521036","Lantheus","PhaseReadout","2027-08-01","month","","Relapsed / Refractory Osteosarcoma","clinicaltrials","https://clinicaltrials.gov/study/NCT07357519","PHASE2 | Lu-TARGO (177Lu-TARGeted Osteosarcoma Therapy) | primary completion 2027-08","0.45","True","2026-07-24T11:51:14Z","","","","clinicaltrials","https://clinicaltrials.gov/study/NCT07357519","readout","6753453886","103.73","111.86","47.25","87.4","640900.0","498582000","","","","","","","","","","2026-07-24T12:34:14Z","","","","","","blank_drug|stale_alias"
"NVS","0001114448","NOVARTIS AG","PhaseReadout","2026-12-01","month","","Renal Cell Carcinoma","clinicaltrials","https://clinicaltrials.gov/study/NCT06964958","PHASE2 | 177LuPSMA in Renal Cell Carcinoma | primary completion 2026-12-01","0.45","True","2026-07-24T11:51:41Z","","","","clinicaltrials","https://clinicaltrials.gov/study/NCT06964958","readout","296777615118","156.14","170.46","112.34","75.4","2105344.0","7690031000","","","","","","","new","new","","2026-07-24T12:34:14Z","","","","","","blank_drug"
"BMRN","0001048477","BIOMARIN PHARMACEUTICAL INC","PhaseReadout","2027-07-01","month","","Claudication, Intermittent","clinicaltrials","https://clinicaltrials.gov/study/NCT04800692","PHASE1 | The Effects of ATLAS Therapy on Nitric Oxide Bioavailability in Patients With Intermittent | primary completion 2027-07","0.45","True","2026-07-24T11:49:40Z","","","","clinicaltrials","https://clinicaltrials.gov/study/NCT04800692","readout","11378629080","58.87","66.28","49.26","56.5","2498063.0","2222435000","","","","","","","","","","2026-07-24T12:34:14Z","","","","","","blank_drug"
"BNTX","0001776985","BioNTech SE","PhaseReadout","2027-07-01","month","","Triple Negative Breast Cancer(TNBC)","clinicaltrials","https://clinicaltrials.gov/study/NCT06419621","PHASE3 | PM8002 or Placebo Plus Nab-Paclitaxel as First-line Treatment in Inoperable Locally Advanc | primary completion 2027-07","0.45","True","2026-07-24T11:49:42Z","","","","clinicaltrials","https://clinicaltrials.gov/study/NCT06419621","readout","23280524607","92.06","124.0","79.52","28.2","539198.0","14651864245","","","","","","","new","new","","2026-07-24T12:34:14Z","","","","","","blank_drug"
"MGNX","0001125345","MACROGENICS INC","PhaseReadout","2027-07-01","month","","Platinum-resistant Ovarian Cancer","clinicaltrials","https://clinicaltrials.gov/study/NCT06730347","PHASE2 | A Study of Lorigerlimab in Participants With Advanced Solid Tumors | primary completion 2027-07","0.45","True","2026-07-24T11:51:21Z","","","","clinicaltrials","https://clinicaltrials.gov/study/NCT06730347","readout","254888031","4.01","5.08","1.29","71.8","574367.0","154229000","26.5","into late 2027","company-guided","2027-12-15","https://www.sec.gov/Archives/edgar/data/1125345/000112534526000017/mgnx-20251231.htm","","","","","2026-07-24T12:34:14Z","","","","","","blank_drug"
"TLSA","0001723069","Tiziana Life Sciences Ltd","PhaseReadout","2027-07-01","month","","ALS (Amyotrophic Lateral Sclerosis)","clinicaltrials","https://clinicaltrials.gov/study/NCT07688239","PHASE2 | The BANYAN Trial, an ALS MyMatch Trial Evaluating Safety, Biomarker Activity, and Microgli | primary completion 2027-07","0.45","True","2026-07-24T11:52:36Z","","","","clinicaltrials","https://clinicaltrials.gov/study/NCT07688239","readout","64902156","1.02","2.6","0.9099","6.5","489910.0","4010000","3.4","~3 mo (estimated)","estimated","2026-11-04","","ELEVATED — under 12 months","","","","2026-07-24T12:34:14Z","","","","","","blank_drug"
"VTRS","0001792044","Viatris Inc","PhaseReadout","2027-07-01","month","","Acute Myocardial Infarction","clinicaltrials","https://clinicaltrials.gov/study/NCT04957719","PHASE3 | Selatogrel Outcome Study in Suspected Acute Myocardial Infarction | primary completion 2027-07","0.45","True","2026-07-24T11:52:51Z","","","","clinicaltrials","https://clinicaltrials.gov/study/NCT04957719","readout","20123469861","17.28","17.68","8.63","95.6","7908816.0","1804200000","","","","","","","moved","date_slip","2026-12-01 -> 2027-07-01","2026-07-24T12:34:14Z","","","","","","blank_drug"
"ABBV","0001551152","AbbVie","PhaseReadout","2027-07-01","month","","Myelodysplastic Syndrome (MDS)","clinicaltrials","https://clinicaltrials.gov/study/NCT04401748","PHASE3 | Study Of Venetoclax Tablet With Intravenous or Subcutaneous Azacitidine to Assess Change i | primary completion 2027-07","0.45","True","2026-07-24T11:48:57Z","","","","clinicaltrials","https://clinicaltrials.gov/study/NCT04401748","readout","453836071930","256.87","261.64","187.62","93.6","3055885.0","9391000000","","","","","","","new","new","","2026-07-24T12:34:14Z","","","","","","blank_drug"
"ARGX","0001697862","ARGENX SE","PhaseReadout","2027-07-01","month","","Primary Sjogrens Disease","clinicaltrials","https://clinicaltrials.gov/study/NCT06684847","PHASE3 | A Study of the Efficacy and Safety of Efgartigimod in Patients With Primary Sjögren's Synd | primary completion 2027-07","0.45","True","2026-07-24T11:49:19Z","","","","clinicaltrials","https://clinicaltrials.gov/study/NCT06684847","readout","57498812142","924.6","953.58","587.37","92.1","607666.0","4440039000","","","","","","","","","","2026-07-24T12:34:14Z","","","","","","blank_drug"
"NVO","0000353278","Novo Nordisk","PhaseReadout","2027-07-02","month","","Heart Failure","clinicaltrials","https://clinicaltrials.gov/study/NCT05636176","PHASE3 | A Research Study to Look at How Ziltivekimab Works Compared to Placebo in People With Hear | primary completion 2027-07-02","0.45","True","2026-07-24T11:51:40Z","","","","clinicaltrials","https://clinicaltrials.gov/study/NCT05636176","readout","214101399367","48.18","71.8","35.12","35.6","8120373.0","21626000000","","","","","","","new","new","","2026-07-24T12:34:14Z","","","","","","blank_drug|stale_alias"
"PFE","0000078003","PFIZER INC","PhaseReadout","2027-07-22","month","","Breast Cancer","clinicaltrials","https://clinicaltrials.gov/study/NCT07062965","PHASE3 | A Study to Learn About the Study Medicine Called PF-07248144 in Combination With Fulvestra | primary completion 2027-07-22","0.45","True","2026-07-24T11:51:54Z","","","","clinicaltrials","https://clinicaltrials.gov/study/NCT07062965","readout","142542994400","25.01","28.75","23.11","33.7","30695631.0","13075000000","","","","","","","new","new","","2026-07-24T12:34:14Z","","","","","","blank_drug"
"IDYA","0001676725","IDEAYA Biosciences, Inc.","PhaseReadout","2027-07-30","month","","Esophageal Squamous Cell Carcinoma","clinicaltrials","https://clinicaltrials.gov/study/NCT07503808","PHASE1 | A Study of IDE034 in Adult Participants With Locally Advanced/Metastatic Solid Tumors Type | primary completion 2027-07-30","0.45","True","2026-07-24T11:50:46Z","","","","clinicaltrials","https://clinicaltrials.gov/study/NCT07503808","readout","3444860713","36.23","40.58","22.09","76.5","847692.0","671201000","93.7","into 2030","company-guided","2030-12-15","https://www.sec.gov/Archives/edgar/data/1676725/000119312526052741/idya-ex99_1.htm","","","","","2026-07-24T12:34:14Z","","","","","","blank_drug"
"PFE","0000078003","PFIZER INC","PhaseReadout","2027-07-30","month","","Stable Nonsegmental Vitiligo","clinicaltrials","https://clinicaltrials.gov/study/NCT06072183","PHASE3 | A 104-Week Study of Ritlecitinib Oral Capsules in Adults With Nonsegmental Vitiligo (Activ | primary completion 2027-07-30","0.45","True","2026-07-24T11:51:54Z","","","","clinicaltrials","https://clinicaltrials.gov/study/NCT06072183","readout","142542994400","25.01","28.75","23.11","33.7","30695631.0","13075000000","","","","","","","new","new","","2026-07-24T12:34:14Z","","","","","","blank_drug"
"KYNB","0000921299","KYNTRA BIO, INC.","PhaseReadout","2027-07-31","month","","Metastatic Castration-resistant Prostate Cancer","clinicaltrials","https://clinicaltrials.gov/study/NCT05011188","PHASE2 | FOR46 in Combination With Enzalutamide in Patients With Metastatic Castration Resistant Pr | primary completion 2027-07-31","0.45","True","2026-07-24T11:51:09Z","","","","clinicaltrials","https://clinicaltrials.gov/study/NCT05011188","readout","28620152","7.07","12.6","6.32","11.9","4344.0","87237000","49.0","~49 mo (estimated)","estimated","2030-08-21","","","","","","2026-07-24T12:34:14Z","","","","","","blank_drug"
"ASND","0001612042","Ascendis Pharma A/S","PhaseReadout","2027-08-01","month","","Hypoparathyroidism","clinicaltrials","https://clinicaltrials.gov/study/NCT07706764","PHASE3 | A Study to Test the Effects and Safety of Palopegteriparatide in Adolescents With Long-ter | primary completion 2027-08","0.45","True","2026-07-24T11:49:22Z","","","","clinicaltrials","https://clinicaltrials.gov/study/NCT05081609;https://clinicaltrials.gov/study/NCT06732895;https://clinicaltrials.gov/study/NCT07706764","readout","15693115593","252.66","282.15","160.86","75.7","308314.0","573417383","","","","","","","new","new","","2026-07-24T12:34:14Z","","","","","","blank_drug"
"AGEN","0001098972","AGENUS INC","PhaseReadout","2027-04-07","month","","Metastatic Soft Tissue Sarcoma","clinicaltrials","https://clinicaltrials.gov/study/NCT04028063","PHASE2 | Doxorubicin Plus Dual Checkpoint Blockade for Soft Tissue Sarcomas | primary completion 2027-04-07","0.45","True","2026-07-24T11:49:07Z","","","","clinicaltrials","https://clinicaltrials.gov/study/NCT04028063","readout","257766456","6.19","8.7","2.71","58.1","2320002.0","34996000","4.8","~5 mo (estimated)","estimated","2026-12-16","","ELEVATED — under 12 months","","","","2026-07-24T12:34:14Z","","","","","","blank_drug"
"IBRX","0001326110","ImmunityBio, Inc.","PhaseReadout","2027-08-03","month","","Sepsis","clinicaltrials","https://clinicaltrials.gov/study/NCT07578558","PHASE2 | NAI for Sepsis With Persistent Lymphopenia | primary completion 2027-08-03","0.45","True","2026-07-24T11:50:44Z","","","","clinicaltrials","https://clinicaltrials.gov/study/NCT07578558","readout","7750389993","7.4","12.43","1.95","52.0","6073285.0","380879000","15.5","~12+ months (company-stated, non-specific)","company-guided","","https://www.sec.gov/Archives/edgar/data/1326110/000132611026000059/ibrx-20260331.htm","","","","","2026-07-24T12:34:14Z","","","","","","blank_drug"
"ALNY","0001178670","ALNYLAM PHARMACEUTICALS, INC.","PhaseReadout","2027-08-09","month","","Cerebral Amyloid Angiopathy","clinicaltrials","https://clinicaltrials.gov/study/NCT06393712","PHASE2 | A Phase 2 Trial of ALN-APP in Patients With Cerebral Amyloid Angiopathy | primary completion 2027-08-09","0.45","True","2026-07-24T11:49:11Z","","","","clinicaltrials","https://clinicaltrials.gov/study/NCT06393712","readout","35880168868","268.74","495.55","262.21","2.8","1140199.0","3009223000","","","","","","","","","","2026-07-24T12:34:14Z","","","","","","blank_drug"
"NVS","0001114448","NOVARTIS AG","PhaseReadout","2027-08-10","month","","IgA Nephropathy","clinicaltrials","https://clinicaltrials.gov/study/NCT05852938","PHASE3 | A Study of Zigakibart in Adults With IgA Nephropathy | primary completion 2027-08-10","0.45","True","2026-07-24T11:51:41Z","","","","clinicaltrials","https://clinicaltrials.gov/study/NCT05852938","readout","296777615118","156.14","170.46","112.34","75.4","2105344.0","7690031000","","","","","","","new","new","","2026-07-24T12:34:14Z","","","","","","blank_drug"
"GILD","0000882095","GILEAD SCIENCES, INC.","PhaseReadout","2026-12-01","month","","Multiple Myeloma","clinicaltrials","https://clinicaltrials.gov/study/NCT05396885","PHASE2 | Study of Anitocabtagene-autoleucel in Relapsed or Refractory Multiple Myeloma (iMMagine-1) | primary completion 2026-12","0.45","True","2026-07-24T11:50:33Z","","","","clinicaltrials","https://clinicaltrials.gov/study/NCT05396885","readout","162471833712","130.86","157.29","108.46","45.9","6298021.0","9817000000","","","","","","","new","new","","2026-07-24T12:34:14Z","","","","","","blank_drug"
"DNLI","0001714899","Denali Therapeutics Inc.","PhaseReadout","2026-12-01","month","","Frontotemporal Dementia","clinicaltrials","https://clinicaltrials.gov/study/NCT05262023","PHASE2 | A Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of DN | primary completion 2026-12","0.45","True","2026-07-24T11:50:13Z","","","","clinicaltrials","https://clinicaltrials.gov/study/NCT05262023","readout","3716982041","23.42","27.3","12.58","73.6","1112399.0","987684000","28.7","~29 mo (estimated)","estimated","2028-12-12","","","","","","2026-07-24T12:34:14Z","","","","","","blank_drug"
"PFE","0000078003","PFIZER INC","PhaseReadout","2026-10-01","month","","Metastatic Renal Cell Carcinoma","clinicaltrials","https://clinicaltrials.gov/study/NCT07123090","PHASE2 | A Study of Sasanlimab, Palbociclib and Axitinib in Metastatic Renal Cell Carcinoma | primary completion 2026-10-01","0.45","True","2026-07-24T11:51:54Z","","","","clinicaltrials","https://clinicaltrials.gov/study/NCT07123090","readout","142542994400","25.01","28.75","23.11","33.7","30695631.0","13075000000","","","","","","","new","new","","2026-07-24T12:34:14Z","","","","","","blank_drug"
"IMTX","0001809196","Immatics N.V.","PhaseReadout","2027-09-01","month","","Refractory Cancer","clinicaltrials","https://clinicaltrials.gov/study/NCT05958121","PHASE2 | IMA402 T Cell-Engaging Receptor Molecule (TCER®) in Recurrent and/or Refractory Solid Tumo | primary completion 2027-09","0.45","True","2026-07-24T11:50:50Z","","","","clinicaltrials","https://clinicaltrials.gov/study/NCT05958121","readout","1245761130","9.29","12.41","5.05","57.6","352455.0","454043019","29.6","~30 mo (estimated)","estimated","2029-01-08","","","","","","2026-07-24T12:34:14Z","","","","","","blank_drug"
